Date,HomeTeam,VisitorTeam,Time
"Sunday, August 6, 2017",Cleveland Indians,New York Yankees,Start Time: 1:11 p.m. Local
"Sunday, August 6, 2017",Colorado Rockies,Philadelphia Phillies,Start Time: 1:12 p.m. Local
"Sunday, August 6, 2017",Cincinnati Reds,St. Louis Cardinals,Start Time: 1:09 p.m. Local
"Sunday, August 6, 2017",Chicago Cubs,Washington Nationals,Start Time: 1:21 p.m. Local
"Sunday, August 6, 2017",Houston Astros,Toronto Blue Jays,Start Time: 1:11 p.m. Local
"Sunday, August 6, 2017",Boston Red Sox,Chicago White Sox,Start Time: 1:36 p.m. Local
"Sunday, August 6, 2017",Atlanta Braves,Miami Marlins,Start Time: 1:36 p.m. Local
"Sunday, August 6, 2017",Baltimore Orioles,Detroit Tigers,Start Time: 1:38 p.m. Local
"Sunday, August 6, 2017",Los Angeles Angels,Oakland Athletics,Start Time: 12:38 p.m. Local
"Saturday, August 5, 2017",Tampa Bay Rays,Milwaukee Brewers,Start Time: 6:11 p.m. Local
"Saturday, August 5, 2017",San Francisco Giants,Arizona Diamondbacks,Start Time: 6:13 p.m. Local
"Saturday, August 5, 2017",Pittsburgh Pirates,San Diego Padres,Start Time: 7:31 p.m. Local
"Saturday, August 5, 2017",Houston Astros,Toronto Blue Jays,Start Time: 6:10 p.m. Local
"Saturday, August 5, 2017",Cleveland Indians,New York Yankees,Start Time: 7:10 p.m. Local
"Saturday, August 5, 2017",Minnesota Twins,Texas Rangers,Start Time: 6:55 p.m. Local
"Saturday, August 5, 2017",Colorado Rockies,Philadelphia Phillies,Start Time: 6:12 p.m. Local
"Saturday, August 5, 2017",New York Mets,Los Angeles Dodgers,Start Time: 4:06 p.m. Local
"Saturday, August 5, 2017",Atlanta Braves,Miami Marlins,Start Time: 7:10 p.m. Local
"Saturday, August 5, 2017",Los Angeles Angels,Oakland Athletics,Start Time: 6:07 p.m. Local
"Friday, August 4, 2017",Kansas City Royals,Seattle Mariners,Start Time: 7:16 p.m. Local
"Friday, August 4, 2017",Tampa Bay Rays,Milwaukee Brewers,Start Time: 7:10 p.m. Local
"Friday, August 4, 2017",San Francisco Giants,Arizona Diamondbacks,Start Time: 7:15 p.m. Local
"Friday, August 4, 2017",Pittsburgh Pirates,San Diego Padres,Start Time: 9:10 p.m. Local
"Friday, August 4, 2017",New York Mets,Los Angeles Dodgers,Start Time: 7:10 p.m. Local
"Friday, August 4, 2017",Minnesota Twins,Texas Rangers,Start Time: 7:11 p.m. Local
"Friday, August 4, 2017",Houston Astros,Toronto Blue Jays,Start Time: 7:10 p.m. Local
"Friday, August 4, 2017",Colorado Rockies,Philadelphia Phillies,Start Time: 6:40 p.m. Local
"Friday, August 4, 2017",Cincinnati Reds,St. Louis Cardinals,Start Time: 6:40 p.m. Local
"Friday, August 4, 2017",Chicago Cubs,Washington Nationals,Start Time: 1:20 p.m. Local
"Friday, August 4, 2017",Atlanta Braves,Miami Marlins,Start Time: 7:38 p.m. Local
"Friday, August 4, 2017",Boston Red Sox,Chicago White Sox,Start Time: 7:10 p.m. Local
"Friday, August 4, 2017",Baltimore Orioles,Detroit Tigers,Start Time: 7:08 p.m. Local
"Friday, August 4, 2017",Cleveland Indians,New York Yankees,Start Time: 7:10 p.m. Local
"Friday, August 4, 2017",Los Angeles Angels,Oakland Athletics,Start Time: 7:08 p.m. Local
"Thursday, August 3, 2017",San Francisco Giants,Oakland Athletics,Start Time: 7:15 p.m. Local
"Thursday, August 3, 2017",Pittsburgh Pirates,Cincinnati Reds,Start Time: 7:06 p.m. Local
"Thursday, August 3, 2017",Minnesota Twins,Texas Rangers,Start Time: 7:11 p.m. Local
"Thursday, August 3, 2017",Milwaukee Brewers,St. Louis Cardinals,Start Time: 1:11 p.m. Local
"Thursday, August 3, 2017",Colorado Rockies,New York Mets,Start Time: 1:10 p.m. Local
"Thursday, August 3, 2017",Kansas City Royals,Seattle Mariners,Start Time: 7:16 p.m. Local
"Thursday, August 3, 2017",Houston Astros,Tampa Bay Rays,Start Time: 7:11 p.m. Local
"Thursday, August 3, 2017",Cleveland Indians,New York Yankees,Start Time: 7:11 p.m. Local
"Thursday, August 3, 2017",Atlanta Braves,Los Angeles Dodgers,Start Time: 7:35 p.m. Local
"Thursday, August 3, 2017",Los Angeles Angels,Philadelphia Phillies,Start Time: 7:07 p.m. Local
"Wednesday, August 2, 2017",Texas Rangers,Seattle Mariners,Start Time: 7:09 p.m. Local
"Wednesday, August 2, 2017",San Francisco Giants,Oakland Athletics,Start Time: 7:15 p.m. Local
"Thursday, August 3, 2017",Boston Red Sox,Chicago White Sox,Start Time: 7:11 p.m. Local
"Thursday, August 3, 2017",Baltimore Orioles,Detroit Tigers,Start Time: 7:48 p.m. Local
"Thursday, August 3, 2017",Chicago Cubs,Arizona Diamondbacks,Start Time: 2:50 p.m. Local
"Wednesday, August 2, 2017",San Diego Padres,Minnesota Twins,Start Time: 12:40 p.m. Local
"Wednesday, August 2, 2017",Pittsburgh Pirates,Cincinnati Reds,Start Time: 7:07 p.m. Local
"Wednesday, August 2, 2017",Chicago White Sox,Toronto Blue Jays,Start Time: 1:10 p.m. Local
"Wednesday, August 2, 2017",Baltimore Orioles,Kansas City Royals,Start Time: 7:09 p.m. Local
"Wednesday, August 2, 2017",Atlanta Braves,Los Angeles Dodgers,Start Time: 7:37 p.m. Local
"Wednesday, August 2, 2017",New York Yankees,Detroit Tigers,Start Time: 2:31 p.m. Local
"Wednesday, August 2, 2017",Milwaukee Brewers,St. Louis Cardinals,Start Time: 7:10 p.m. Local
"Wednesday, August 2, 2017",Los Angeles Angels,Philadelphia Phillies,Start Time: 7:08 p.m. Local
"Tuesday, August 1, 2017",Texas Rangers,Seattle Mariners,Start Time: 7:09 p.m. Local
"Tuesday, August 1, 2017",Pittsburgh Pirates,Cincinnati Reds,Start Time: 7:07 p.m. Local
"Tuesday, August 1, 2017",New York Yankees,Detroit Tigers,Start Time: 7:10 p.m. Local
"Tuesday, August 1, 2017",San Diego Padres,Minnesota Twins,Start Time: 7:10 p.m. Local
"Tuesday, August 1, 2017",Oakland Athletics,San Francisco Giants,Start Time: 7:07 p.m. Local
"Tuesday, August 1, 2017",Milwaukee Brewers,St. Louis Cardinals,Start Time: 6:40 p.m. Local
"Tuesday, August 1, 2017",Miami Marlins,Washington Nationals,Start Time: 7:11 p.m. Local
"Tuesday, August 1, 2017",Houston Astros,Tampa Bay Rays,Start Time: 7:10 p.m. Local
"Tuesday, August 1, 2017",Colorado Rockies,New York Mets,Start Time: 6:42 p.m. Local
"Tuesday, August 1, 2017",Boston Red Sox,Cleveland Indians,Start Time: 7:10 p.m. Local
"Tuesday, August 1, 2017",Chicago Cubs,Arizona Diamondbacks,Start Time: 7:06 p.m. Local
"Tuesday, August 1, 2017",Chicago White Sox,Toronto Blue Jays,Start Time: 7:10 p.m. Local
"Tuesday, August 1, 2017",Baltimore Orioles,Kansas City Royals,Start Time: 7:08 p.m. Local
"Monday, July 31, 2017",Miami Marlins,Washington Nationals,Start Time: 7:12 p.m. Local
"Monday, July 31, 2017",Houston Astros,Tampa Bay Rays,Start Time: 7:10 p.m. Local
"Monday, July 31, 2017",New York Yankees,Detroit Tigers,Start Time: 7:09 p.m. Local
"Monday, July 31, 2017",Oakland Athletics,San Francisco Giants,Start Time: 7:08 p.m. Local
"Sunday, July 30, 2017",Washington Nationals,Colorado Rockies,Start Time: 7:41 p.m. Local
"Monday, July 31, 2017",Chicago White Sox,Toronto Blue Jays,Start Time: 7:11 p.m. Local
"Sunday, July 30, 2017",Washington Nationals,Colorado Rockies,Start Time: 1:36 p.m. Local
"Monday, July 31, 2017",Baltimore Orioles,Kansas City Royals,Start Time: 7:07 p.m. Local
"Monday, July 31, 2017",Boston Red Sox,Cleveland Indians,Start Time: 7:10 p.m. Local
"Sunday, July 30, 2017",Texas Rangers,Baltimore Orioles,Start Time: 2:07 p.m. Local
"Sunday, July 30, 2017",Toronto Blue Jays,Los Angeles Angels,Start Time: 1:08 p.m. Local
"Sunday, July 30, 2017",St. Louis Cardinals,Arizona Diamondbacks,Start Time: 1:15 p.m. Local
"Sunday, July 30, 2017",Seattle Mariners,New York Mets,Start Time: 1:10 p.m. Local
"Sunday, July 30, 2017",Milwaukee Brewers,Chicago Cubs,Start Time: 1:11 p.m. Local
"Sunday, July 30, 2017",Miami Marlins,Cincinnati Reds,Start Time: 1:10 p.m. Local
"Sunday, July 30, 2017",Los Angeles Dodgers,San Francisco Giants,Start Time: 5:09 p.m. Local
"Saturday, July 29, 2017",Toronto Blue Jays,Los Angeles Angels,Start Time: 1:08 p.m. Local
"Saturday, July 29, 2017",Texas Rangers,Baltimore Orioles,Start Time: 7:10 p.m. Local
"Saturday, July 29, 2017",Seattle Mariners,New York Mets,Start Time: 1:10 p.m. Local
"Saturday, July 29, 2017",St. Louis Cardinals,Arizona Diamondbacks,Start Time: 6:15 p.m. Local
"Saturday, July 29, 2017",San Diego Padres,Pittsburgh Pirates,Start Time: 5:40 p.m. Local
"Saturday, July 29, 2017",New York Yankees,Tampa Bay Rays,Start Time: 1:08 p.m. Local
"Saturday, July 29, 2017",Philadelphia Phillies,Atlanta Braves,Start Time: 7:07 p.m. Local
"Saturday, July 29, 2017",Oakland Athletics,Minnesota Twins,Start Time: 6:08 p.m. Local
"Saturday, July 29, 2017",Milwaukee Brewers,Chicago Cubs,Start Time: 6:10 p.m. Local
"Saturday, July 29, 2017",Detroit Tigers,Houston Astros,Start Time: 6:10 p.m. Local
"Saturday, July 29, 2017",Los Angeles Dodgers,San Francisco Giants,Start Time: 1:07 p.m. Local
"Saturday, July 29, 2017",Miami Marlins,Cincinnati Reds,Start Time: 7:10 p.m. Local
"Friday, July 28, 2017",St. Louis Cardinals,Arizona Diamondbacks,Start Time: 7:15 p.m. Local
"Friday, July 28, 2017",Oakland Athletics,Minnesota Twins,Start Time: 7:07 p.m. Local
"Friday, July 28, 2017",Seattle Mariners,New York Mets,Start Time: 7:11 p.m. Local
"Friday, July 28, 2017",San Diego Padres,Pittsburgh Pirates,Start Time: 7:10 p.m. Local
"Friday, July 28, 2017",Philadelphia Phillies,Atlanta Braves,Start Time: 7:01 p.m. Local
"Friday, July 28, 2017",Milwaukee Brewers,Chicago Cubs,Start Time: 7:10 p.m. Local
"Friday, July 28, 2017",Miami Marlins,Cincinnati Reds,Start Time: 7:12 p.m. Local
"Friday, July 28, 2017",New York Yankees,Tampa Bay Rays,Start Time: 7:09 p.m. Local
"Friday, July 28, 2017",Boston Red Sox,Kansas City Royals,Start Time: 7:11 p.m. Local
"Thursday, July 27, 2017",St. Louis Cardinals,Arizona Diamondbacks,Start Time: 7:17 p.m. Local
"Thursday, July 27, 2017",San Diego Padres,New York Mets,Start Time: 6:11 p.m. Local
"Thursday, July 27, 2017",Toronto Blue Jays,Oakland Athletics,Start Time: 12:38 p.m. Local
"Thursday, July 27, 2017",Washington Nationals,Milwaukee Brewers,Start Time: 12:05 p.m. Local
"Friday, July 28, 2017",Chicago White Sox,Cleveland Indians,Start Time: 7:10 p.m. Local
"Friday, July 28, 2017",Detroit Tigers,Houston Astros,Start Time: 7:10 p.m. Local
"Friday, July 28, 2017",Los Angeles Dodgers,San Francisco Giants,Start Time: 7:10 p.m. Local
"Wednesday, July 26, 2017",Washington Nationals,Milwaukee Brewers,Start Time: 7:06 p.m. Local
"Wednesday, July 26, 2017",Texas Rangers,Miami Marlins,Start Time: 7:09 p.m. Local
"Wednesday, July 26, 2017",Toronto Blue Jays,Oakland Athletics,Start Time: 7:08 p.m. Local
"Thursday, July 27, 2017",New York Yankees,Tampa Bay Rays,Start Time: 7:08 p.m. Local
"Thursday, July 27, 2017",Cleveland Indians,Los Angeles Angels,Start Time: 12:11 p.m. Local
"Thursday, July 27, 2017",Chicago White Sox,Chicago Cubs,Start Time: 7:10 p.m. Local
"Thursday, July 27, 2017",Miami Marlins,Cincinnati Reds,Start Time: 7:13 p.m. Local
"Wednesday, July 26, 2017",Tampa Bay Rays,Baltimore Orioles,Start Time: 12:11 p.m. Local
"Wednesday, July 26, 2017",Los Angeles Dodgers,Minnesota Twins,Start Time: 7:10 p.m. Local
"Wednesday, July 26, 2017",Seattle Mariners,Boston Red Sox,Start Time: 12:40 p.m. Local
"Wednesday, July 26, 2017",San Diego Padres,New York Mets,Start Time: 7:10 p.m. Local
"Wednesday, July 26, 2017",Philadelphia Phillies,Houston Astros,Start Time: 7:07 p.m. Local
"Wednesday, July 26, 2017",St. Louis Cardinals,Colorado Rockies,Start Time: 7:15 p.m. Local
"Wednesday, July 26, 2017",New York Yankees,Cincinnati Reds,Start Time: 1:09 p.m. Local
"Wednesday, July 26, 2017",Detroit Tigers,Kansas City Royals,Start Time: 7:10 p.m. Local
"Wednesday, July 26, 2017",San Francisco Giants,Pittsburgh Pirates,Start Time: 12:45 p.m. Local
"Wednesday, July 26, 2017",Chicago White Sox,Chicago Cubs,Start Time: 7:11 p.m. Local
"Wednesday, July 26, 2017",Arizona Diamondbacks,Atlanta Braves,Start Time: 12:40 p.m. Local
"Wednesday, July 26, 2017",Cleveland Indians,Los Angeles Angels,Start Time: 7:11 p.m. Local
"Tuesday, July 25, 2017",Washington Nationals,Milwaukee Brewers,Start Time: 7:06 p.m. Local
"Tuesday, July 25, 2017",Texas Rangers,Miami Marlins,Start Time: 7:08 p.m. Local
"Tuesday, July 25, 2017",Toronto Blue Jays,Oakland Athletics,Start Time: 7:08 p.m. Local
"Tuesday, July 25, 2017",Tampa Bay Rays,Baltimore Orioles,Start Time: 7:10 p.m. Local
"Tuesday, July 25, 2017",St. Louis Cardinals,Colorado Rockies,Start Time: 7:15 p.m. Local
"Tuesday, July 25, 2017",San Diego Padres,New York Mets,Start Time: 7:10 p.m. Local
"Tuesday, July 25, 2017",San Francisco Giants,Pittsburgh Pirates,Start Time: 7:15 p.m. Local
"Tuesday, July 25, 2017",Seattle Mariners,Boston Red Sox,Start Time: 7:11 p.m. Local
"Tuesday, July 25, 2017",New York Yankees,Cincinnati Reds,Start Time: 7:10 p.m. Local
"Tuesday, July 25, 2017",Philadelphia Phillies,Houston Astros,Start Time: 7:09 p.m. Local
"Tuesday, July 25, 2017",Los Angeles Dodgers,Minnesota Twins,Start Time: 7:10 p.m. Local
"Tuesday, July 25, 2017",Cleveland Indians,Los Angeles Angels,Start Time: 7:11 p.m. Local
"Tuesday, July 25, 2017",Detroit Tigers,Kansas City Royals,Start Time: 7:10 p.m. Local
"Tuesday, July 25, 2017",Chicago Cubs,Chicago White Sox,Start Time: 1:23 p.m. Local
"Tuesday, July 25, 2017",Arizona Diamondbacks,Atlanta Braves,Start Time: 6:40 p.m. Local
"Monday, July 24, 2017",Toronto Blue Jays,Oakland Athletics,Start Time: 7:07 p.m. Local
"Monday, July 24, 2017",Texas Rangers,Miami Marlins,Start Time: 7:08 p.m. Local
"Monday, July 24, 2017",Tampa Bay Rays,Baltimore Orioles,Start Time: 7:10 p.m. Local
"Monday, July 24, 2017",St. Louis Cardinals,Colorado Rockies,Start Time: 7:09 p.m. Local
"Monday, July 24, 2017",Seattle Mariners,Boston Red Sox,Start Time: 7:11 p.m. Local
"Monday, July 24, 2017",San Francisco Giants,Pittsburgh Pirates,Start Time: 7:15 p.m. Local
"Monday, July 24, 2017",San Diego Padres,New York Mets,Start Time: 7:10 p.m. Local
"Monday, July 24, 2017",Philadelphia Phillies,Houston Astros,Start Time: 7:08 p.m. Local
"Monday, July 24, 2017",Los Angeles Dodgers,Minnesota Twins,Start Time: 7:10 p.m. Local
"Monday, July 24, 2017",Detroit Tigers,Kansas City Royals,Start Time: 7:10 p.m. Local
"Monday, July 24, 2017",Chicago Cubs,Chicago White Sox,Start Time: 1:21 p.m. Local
"Monday, July 24, 2017",Cleveland Indians,Cincinnati Reds,Start Time: 7:10 p.m. Local
"Monday, July 24, 2017",Arizona Diamondbacks,Atlanta Braves,Start Time: 6:40 p.m. Local
"Sunday, July 23, 2017",Tampa Bay Rays,Texas Rangers,Start Time: 1:11 p.m. Local
"Sunday, July 23, 2017",San Francisco Giants,San Diego Padres,Start Time: 1:05 p.m. Local
"Sunday, July 23, 2017",Seattle Mariners,New York Yankees,Start Time: 1:11 p.m. Local
"Sunday, July 23, 2017",Philadelphia Phillies,Milwaukee Brewers,Start Time: 1:42 p.m. Local
"Sunday, July 23, 2017",New York Mets,Oakland Athletics,Start Time: 2:11 p.m. Local
"Sunday, July 23, 2017",Los Angeles Dodgers,Atlanta Braves,Start Time: 1:10 p.m. Local
"Sunday, July 23, 2017",Minnesota Twins,Detroit Tigers,Start Time: 1:13 p.m. Local
"Sunday, July 23, 2017",Kansas City Royals,Chicago White Sox,Start Time: 1:16 p.m. Local
"Sunday, July 23, 2017",Cleveland Indians,Toronto Blue Jays,Start Time: 1:10 p.m. Local
"Sunday, July 23, 2017",Cincinnati Reds,Miami Marlins,Start Time: 1:11 p.m. Local
"Sunday, July 23, 2017",Chicago Cubs,St. Louis Cardinals,Start Time: 7:08 p.m. Local
"Sunday, July 23, 2017",Colorado Rockies,Pittsburgh Pirates,Start Time: 1:11 p.m. Local
"Sunday, July 23, 2017",Los Angeles Angels,Boston Red Sox,Start Time: 12:38 p.m. Local
"Sunday, July 23, 2017",Arizona Diamondbacks,Washington Nationals,Start Time: 1:10 p.m. Local
"Sunday, July 23, 2017",Baltimore Orioles,Houston Astros,Start Time: 1:39 p.m. Local
"Saturday, July 22, 2017",Tampa Bay Rays,Texas Rangers,Start Time: 7:10 p.m. Local
"Saturday, July 22, 2017",San Francisco Giants,San Diego Padres,Start Time: 1:05 p.m. Local
"Saturday, July 22, 2017",New York Mets,Oakland Athletics,Start Time: 7:10 p.m. Local
"Saturday, July 22, 2017",Seattle Mariners,New York Yankees,Start Time: 6:10 p.m. Local
"Saturday, July 22, 2017",Philadelphia Phillies,Milwaukee Brewers,Start Time: 7:31 p.m. Local
"Saturday, July 22, 2017",Los Angeles Dodgers,Atlanta Braves,Start Time: 6:10 p.m. Local
"Saturday, July 22, 2017",Minnesota Twins,Detroit Tigers,Start Time: 6:39 p.m. Local
"Saturday, July 22, 2017",Kansas City Royals,Chicago White Sox,Start Time: 6:15 p.m. Local
"Saturday, July 22, 2017",Colorado Rockies,Pittsburgh Pirates,Start Time: 6:11 p.m. Local
"Saturday, July 22, 2017",Chicago Cubs,St. Louis Cardinals,Start Time: 3:06 p.m. Local
"Saturday, July 22, 2017",Cincinnati Reds,Miami Marlins,Start Time: 8:10 p.m. Local
"Saturday, July 22, 2017",Cleveland Indians,Toronto Blue Jays,Start Time: 7:10 p.m. Local
"Saturday, July 22, 2017",Baltimore Orioles,Houston Astros,Start Time: 8:03 p.m. Local
"Saturday, July 22, 2017",Los Angeles Angels,Boston Red Sox,Start Time: 6:10 p.m. Local
"Saturday, July 22, 2017",Arizona Diamondbacks,Washington Nationals,Start Time: 5:10 p.m. Local
"Friday, July 21, 2017",Tampa Bay Rays,Texas Rangers,Start Time: 7:11 p.m. Local
"Friday, July 21, 2017",Seattle Mariners,New York Yankees,Start Time: 7:10 p.m. Local
"Friday, July 21, 2017",New York Mets,Oakland Athletics,Start Time: 7:10 p.m. Local
"Friday, July 21, 2017",Minnesota Twins,Detroit Tigers,Start Time: 7:10 p.m. Local
"Friday, July 21, 2017",Philadelphia Phillies,Milwaukee Brewers,Start Time: 7:07 p.m. Local
"Friday, July 21, 2017",Kansas City Royals,Chicago White Sox,Start Time: 7:16 p.m. Local
"Friday, July 21, 2017",Los Angeles Dodgers,Atlanta Braves,Start Time: 7:10 p.m. Local
"Friday, July 21, 2017",San Francisco Giants,San Diego Padres,Start Time: 7:15 p.m. Local
"Friday, July 21, 2017",Cleveland Indians,Toronto Blue Jays,Start Time: 7:10 p.m. Local
"Friday, July 21, 2017",Colorado Rockies,Pittsburgh Pirates,Start Time: 6:43 p.m. Local
"Friday, July 21, 2017",Cincinnati Reds,Miami Marlins,Start Time: 8:57 p.m. Local
"Friday, July 21, 2017",Chicago Cubs,St. Louis Cardinals,Start Time: 1:20 p.m. Local
"Friday, July 21, 2017",Baltimore Orioles,Houston Astros,Start Time: 7:08 p.m. Local
"Thursday, July 20, 2017",San Francisco Giants,San Diego Padres,Start Time: 7:15 p.m. Local
"Friday, July 21, 2017",Los Angeles Angels,Boston Red Sox,Start Time: 7:08 p.m. Local
"Friday, July 21, 2017",Arizona Diamondbacks,Washington Nationals,Start Time: 6:40 p.m. Local
"Thursday, July 20, 2017",Seattle Mariners,New York Yankees,Start Time: 7:12 p.m. Local
"Thursday, July 20, 2017",New York Mets,St. Louis Cardinals,Start Time: 12:11 p.m. Local
"Thursday, July 20, 2017",Los Angeles Dodgers,Atlanta Braves,Start Time: 7:10 p.m. Local
"Thursday, July 20, 2017",Pittsburgh Pirates,Milwaukee Brewers,Start Time: 12:35 p.m. Local
"Thursday, July 20, 2017",Kansas City Royals,Detroit Tigers,Start Time: 7:15 p.m. Local
"Thursday, July 20, 2017",Baltimore Orioles,Texas Rangers,Start Time: 7:08 p.m. Local
"Thursday, July 20, 2017",Boston Red Sox,Toronto Blue Jays,Start Time: 1:36 p.m. Local
"Thursday, July 20, 2017",Cincinnati Reds,Arizona Diamondbacks,Start Time: 12:38 p.m. Local
"Wednesday, July 19, 2017",San Francisco Giants,Cleveland Indians,Start Time: 12:45 p.m. Local
"Wednesday, July 19, 2017",Pittsburgh Pirates,Milwaukee Brewers,Start Time: 7:06 p.m. Local
"Wednesday, July 19, 2017",Oakland Athletics,Tampa Bay Rays,Start Time: 12:38 p.m. Local
"Wednesday, July 19, 2017",New York Mets,St. Louis Cardinals,Start Time: 7:10 p.m. Local
"Wednesday, July 19, 2017",Minnesota Twins,New York Yankees,Start Time: 12:10 p.m. Local
